Video ID,User ID,Comment,Comment_Length,Word_Count,VADER_Score,VADER_Sentiment,TextBlob_Score,TextBlob_Sentiment
DW,UCGXH0LskRfJwrS0yzRDSi7w,Could you not talk over him and listen to what he was saying?,61,13,Neutral,0.0,Neutral,0.0
DW,UC6zbOuIFI2cb_snHfFPQH8Q,"Instead of Russia becoming West, the West is becoming Russia. Not just the US…",78,14,Neutral,0.0,Positive,0.45
DW,UCr79fBo-ZEYPCldzLmODfvg,old roman salute,16,3,Neutral,0.0,Positive,0.1
DW,UCJSSn2A4P-9e-yLxKuKXR5w,Can you grow a spine and call it by its name? ffs,49,12,Negative,-0.5859,Neutral,0.0
DW,UCeRL8T7__L2e15aw7hYLokg,"If AfD was a political party in the US, they&#39;d be considered center-left. But in socialist Germany, AfD is deemed &quot;far Right&quot; and effectively as close to banned by the authoritarian, anti-democratic government as can be and likely will be banned before long.",272,43,Negative,-0.5106,Positive,0.13749999999999998
DW,UCpzkftPK61HwbeU8cGxV5Hw,"And it was done with such FERVOR, I&#39;m surprised he didn&#39;t pull a muscle!!",81,14,Positive,0.3578,Positive,0.078125
DW,UC7Af0j_nfwVpLUi4gNcpibA,Next Tesla: Tesla model SS,26,5,Neutral,0.0,Neutral,0.0
DW,UC1CsLHyer43b647b0sCvFpQ,Next time in a uniform😂 I wonder what their symbol will look like? We will see it soon 🔜,88,19,Positive,0.3612,Neutral,0.0
DW,UCkogxWiKI86CwgDVcMejZvg,DW still hasn&#39;t calmed down,31,5,Positive,0.3818,Negative,-0.15555555555555556
DW,UCUcsCR1Cd9YJC_lOHFeBwRg,well i guess il stick to blue origin istead of spaceX…,54,11,Positive,0.2732,Neutral,0.0
DW,UC4c8g0VQb0XscbjvbqyNfaA,"Yes, he did",11,3,Positive,0.4019,Neutral,0.0
DW,UC1TB5MVl6KyhAWmyUnit-2w,Bro used a gesture he was familiar with by mistake 😂,52,11,Negative,-0.34,Positive,0.375
DW,UCCaGo2dy0FTGCZwxch_Fefw,second one was to prove a point,31,7,Neutral,0.0,Neutral,0.0
DW,UCFkxOVLsU9bk1J_nDWzvEwg,Faşist. kaufen keine Tesla auto leute,37,6,Neutral,0.0,Neutral,0.0
DW,UCSej21ygkQmi8n49jRg585g,That is some top level trolling by Elon Musk.,45,9,Positive,0.2023,Positive,0.5
DW,UC3KbzBiBx_Qo5YrrEgSZjQQ,"Yes, this was a Hilergruß.",26,5,Positive,0.4019,Neutral,0.0
DW,UCfxqvlfpnGC-hOHEq3RV2SA,If your racist and you know it clap your hands.<br>Elon:Nahhhhhhhhh <b>salute</b>,81,11,Negative,-0.6124,Neutral,0.0
DW,UCok9ZUwQoGQSvqV0gRUVyzg,"Elon is trolling. Its funny you can&#39;t see that. They tried to paint him and trump as naxtis and f⁴scists for like 2 years and it totally failed because he isn&#39;t one, or anything like one. He&#39;s the furthest thing you can be from one, he supports free speech, deregulation of captured markets, and children&#39;s rights. By definition these precepts oppose f⁴cism. Trust me when i say that any serious attempt to protray him as one will continue to backfire which is why the media is so tepid about proclaiming him as such. Not to mention that NO ONE in his party or among his supporters will give a second thought to such accusations. Hope this helps. 😂",664,118,Positive,0.9515,Negative,-0.026190476190476184
DW,UCfUqUl18ggA1FX7ZK4HS77A,Perhaps he knew trump is the new  Vatican stooge,48,9,Neutral,0.0,Positive,0.13636363636363635
DW,UCP0nEgOsQglCJCmuWTvBMvw,"That clip was edited, he did it twice on the front, then turned around and did it again",87,18,Neutral,0.0,Neutral,0.0
DW,UCZM0C1jAPxXgQdJcoU8LEKw,Now that i think about it after Musk gesture history really repeating. Anschluss with Canada and annex of Greenland remind me of something 😂,140,24,Neutral,0.0,Positive,0.2
DW,UCkYMHwCHtJItof_sAzdGDjA,"Elon likes to freak out <br>just lke a six year old <br>boy would. It&#39;s really<br>cringable to watch plus<br>embarrassing.",128,18,Neutral,-0.0258,Positive,0.1
DW,UCqhiZwzRQgUIC8JqYqYagBg,People are really smoking something 🤣🤣,38,6,Neutral,0.0,Positive,0.2
DW,UCfJMeu5ZrHhwdfw5VCn9Xig,"gaslighting obfuscation makes you fascist too, DW. unsubscribed",63,8,Negative,-0.5574,Neutral,0.0
DW,UC4mKWEJtZRFX9Ue6UUzaZ_Q,It’s pointless to debate someone’s intention.,45,6,Neutral,0.0,Negative,-0.25
DW,UCoH2YxpZi-iJZ3vraNBBFaw,Es ist Zeit fur Reich!<br>- Eric Cartman,40,7,Neutral,0.0,Neutral,0.0
DW,UCvKiwlJQu2pviI4G33gnHMA,Mountain out of a molehill.,27,5,Neutral,0.0,Neutral,0.0
DW,UCYGBR7ew9m6Ytu-9uyQtBMA,"I am not surprised about Elana Muskulini, but I am still a little surprised about people trying it to explain it away. I can imagine a lot of WW 2 soldier turning in their graves right now.",189,37,Negative,-0.6288,Positive,0.03705357142857143
DW,UCpjW63-OruNHE3H2UGQbf-w,"The Party told you to reject the evidence of your eyes and ears. It was their final, most essential command. ― George Orwell, 1984",130,24,Neutral,0.0,Positive,0.16666666666666666
DW,UCbPQG-bbHy-JJWwz3WQFIWg,That was obviously NOT A SALUTE !  Stop it,42,9,Positive,0.2914,Neutral,0.0
DW,UC9dvKypcQZ_Wl7K48ypvJgw,Omfg were still doing this in 2025? I&#39;m so over the media,61,12,Neutral,0.0,Neutral,0.0
DW,UCXy5UVrXBmURVSEr8I1LR6Q,Musk&#39;s ego will be grated like a ginger sooner,50,9,Positive,0.3612,Neutral,0.0
DW,UCRzF_5DGtRWL5Mb9-Wdftaw,It’s a Bellamy salute. Why are y’all acting like Twitter warriors?💀,67,11,Positive,0.3612,Neutral,0.0
DW,UCIoWF9Sb4oJI_ttM00fRiDg,What’s the difference 😂,23,4,Neutral,0.0,Neutral,0.0
DW,UCzziYmH9RCdUBFert3dgI5Q,Es un SALUDO ROMANO IGNORANTES,30,5,Neutral,0.0,Neutral,0.0
DW,UCwsm_S9xiW5ToRfLlKqdnug,Yes but please also report about things that actually matter. Trump is putting the world on fire,96,17,Positive,0.2144,Neutral,0.0
DW,UCsfkS4AiPqXZm-YN0wqRSfw,How do you distract a bunch of dems? Make an awkward gesture that resembles something bad.,90,16,Negative,-0.743,Negative,-0.6499999999999999
DW,UCTdgywBqn2IpA_tpzWtsJFA,One of the many reasons why elon musk and trump shouldnt be ruling america:,75,14,Neutral,0.0,Positive,0.5
DW,UCOTS0akjkVQRo5FKjZfkmcg,And kyrie got crucified for saying he read a book. Lmaoo,56,11,Neutral,0.0,Neutral,0.0
DW,UClamVdr869xCzTjlGUpM4bg,mario where art thou?,21,4,Neutral,0.0,Neutral,0.0
DW,UCKU7z1mUQ4xAUwdvwwZV-Cw,The only true and accurate meaning of any gesture is the one intended by the one giving it not the BS false narratives others attribute to it.,142,27,Positive,0.6369,Positive,0.08749999999999998
DW,UC9yniRqGXO8U9ViaqXL033Q,This is Elon Musk&#39;s Style 🫡,31,6,Neutral,0.0,Neutral,0.0
DW,UCKCc1SZcs0dFwh1r_fXLjlw,He is evil. poor America and poor World,39,8,Negative,-0.891,Negative,-0.6
DW,UCKU7z1mUQ4xAUwdvwwZV-Cw,Looks to me like a high 5.<br><br>Mr Musk is not responsible for your misunderstanding of his actions. <br><br>So tired of the mainstream media making up their own false narratives in order to criticize other people.,216,35,Negative,-0.7758,Negative,-0.04416666666666669
DW,UCIyxX5yfsKl9t0oVMJRFZug,"I&#39;m Italian, you are German; I undestand that in our past we have this Nazist &amp; Fascist ghost but I think that Musk, a person that I dislike compleately, wanted only adressing the feelings present in his heart, towards the audience and, then, towards Trump.",265,45,Negative,-0.7469,Negative,-0.05
DW,UCRdnon4-YNdLLR2WdcnwF9w,Roman salute.,13,2,Neutral,0.0,Neutral,0.0
DW,UCJDIN8179odClV0gtCMwmGQ,the world has got to unite against this,39,8,Neutral,0.0,Neutral,0.0
DW,UC_otIRc9lHIXB7BeNGsGPKA,The SS is back,14,4,Neutral,0.0,Neutral,0.0
DW,UChfBMLzf_GoOtIcPlFYVXpw,There&#39;s a reason why the Roman salute was banned by the Left: it represents something much older and important than fascism.,128,21,Negative,-0.296,Positive,0.18888888888888888
DW,UCv7MEtc37b9pbyxFn2oJ4Sw,Yes. Yes it was that. Twice.,28,6,Positive,0.6597,Neutral,0.0
DW,UCfCNvjXCKDinjri080xPinw,Why are you sane washing Muskolini? You know that he backed the far right in Germany. You are living in denial as we watch the world make hard right turns in many places,169,33,Negative,-0.0772,Positive,0.17595238095238094
DW,UCu4P0hyX38sysaNYAjcYeIQ,They are going to make a ton of money together.,47,10,Neutral,0.0,Neutral,0.0
DW,UC_8lgyfKsVKW3mWsEjdhYjA,So many ppl do this as a joke outside and its now a problem whem elon does it?,78,18,Negative,-0.128,Positive,0.25
DW,UCu4P0hyX38sysaNYAjcYeIQ,He acts like hes the one that got elected president. Even biting his ymca lov making lip. God spared trmp but two had to get sacrificed.,136,26,Positive,0.3182,Neutral,0.0
DW,UCtz8J3rCrNKGWM16iotf-rQ,Elon did a pro gamer move.,26,6,Neutral,0.0,Neutral,0.0
DW,UC0fUoAYyOcumU_R6ywyz1yQ,He put his hand to his heart and threw it out in gratitude. Stop creating things to get riled up about. Seriously.,114,22,Positive,0.7003,Negative,-0.3333333333333333
DW,UCRMFpGb19LOLI_eMU0rb-zg,Der Saluto romano ist ein Gruß&quot;GLADIATOR &quot;❤,53,7,Neutral,0.0,Neutral,0.0
DW,UCaqA8nWAsv6v-OhuBcHftEQ,Why are people excusing the Fascist salute when it is given at the inauguration of a Fascist   leader? Trump’s actions and policies are Fascist; why are we trying to play like it isn’t exactly what it was? Heil and welcome from his newly appointed henchman.,257,45,Negative,-0.644,Positive,0.3954545454545455
DW,UCJVy9WkMoQzdZET6olIqUdw,Storm in a teacup,17,4,Neutral,0.0,Neutral,0.0
DW,UCrn3pv4aRZ4rggtjK2b2ZIA,"When someone shows you who he is, believe him.",46,9,Neutral,0.0,Neutral,0.0
DW,UCkl0iTifzX38_-JpmUphOmg,Omg ppl stop reading into dumb excitement,41,7,Negative,-0.3182,Negative,-0.375
DW,UCkYwo30BbYFPTnJKhSmOX7g,Tesla model &quot;SS&quot; coming soon..,40,5,Neutral,0.0,Neutral,0.0
DW,UCnvKD7yF8vJudeRzkH9u8wQ,"<a href=""https://www.youtube.com/watch?v=48gTx8MpRmI&amp;t=122"">2:02</a> who makes the &quot;roman salute&quot; is internationally punishable <b>and</b> <i>punchable</i>",169,12,Negative,-0.4404,Neutral,0.0
DW,UCR4CfCW7RIRVxKaUPeVOqNg,Wait what...? 😮,15,3,Neutral,0.0,Neutral,0.0
DW,UC3w_0fEXMGrAV1PFBWqy1fA,blablabla ........... bla bla bla.... bla bla...,48,7,Neutral,0.0,Neutral,0.0
DW,UCzFNNRDW0wrKAfgqQhI6c5g,Sie reden nicht von den Zehntausenden...,40,6,Neutral,0.0,Neutral,0.0
DW,UCuYymrKmQM-MFSkKRQKOxBQ,"&quot;When someone shows you who they are, believe them the first time.&quot; - Maya Angelou.",93,15,Neutral,0.0,Positive,0.25
DW,UC6DO2t36H_JocN5MLYWUFkw,Come on USA… is too obvious…,28,6,Neutral,0.0,Neutral,0.0
DW,UC2Zx8r2oneNZ1wRK_anAR_Q,Elon knew exactly what he was doing.,36,7,Neutral,0.0,Positive,0.25
DW,UCPYKDXMbmRXmGPMUEmpSvRw,the level of ignorance in these post is astounding,50,9,Positive,0.0772,Positive,0.6
DW,UCf0Ynq5w5oxd6XieI4PnyDQ,What if Kamala Harris or a nobody would do the same gesture? Would the internet still say it&#39;s just awkward?,112,20,Negative,-0.2406,Negative,-0.3
DW,UCBg4Fk2s8UmNeZXnPVVFVUg,For a guy who is a billionaire. He is not very bright.,54,12,Negative,-0.3865,Negative,-0.2692307692307692
DW,UCoqqGUFatSl5jteUy0ZPLzA,so he could be in jail if he did that in Germany?,49,12,Neutral,0.0,Negative,-0.1
DW,UC2jfuDOGwi6-xIsc58FpaBg,"Everything and Anything that is a part of Trump is going to be punished, rumored as an evil person. We are n a sad 😢 existence. Leave him alone. The only thing Elon has done is good for our country. Stop the madness. Now hes going to jail??",240,48,Negative,-0.9356,Negative,-0.18
DW,UCuiVU4MUGGst129B1eGIzyQ,C&#39;mon DW it&#39;s obvious that he was brushing his teeth! !,63,11,Neutral,0.0,Neutral,0.0
DW,UC6fGmF44qul7HofYISO7qAQ,We all know.. why are you pretending otherwise?,47,8,Positive,0.1027,Neutral,0.0
DW,UC2oe6xcGdDapJeSDjOUv3ew,Can’t try to cover this one up as a Roman salute,48,11,Neutral,0.0,Neutral,0.0
DW,UCalCHIuKsLLRb-OBkhBB50A,As a Trump supporter this is very worrying!!! 😢Trump better watch out,69,12,Positive,0.5341,Positive,0.4453125
DW,UCDpiUNTA9CouK6ZeHVKs8-A,"I feel like you can see the little snicker on his face as hes doing it. He KNOWS exactly what hes doing. Nothing he does is pure mistake, especially to the media.",162,32,Neutral,0.0258,Positive,0.06919642857142858
DW,UCsgvf0fJulHSdtiOorYNEmw,Deutschland Deutschland Uber alles,34,4,Neutral,0.0,Neutral,0.0
DW,UCCIK0iQcrD2-76n6J34Jvyg,"Its not that deep, it was just a salute",39,9,Neutral,0.0,Neutral,0.0
DW,UC1xbWDYNVX44n_C2f21JpHQ,"THE GREATEST STORY NEVER TOLD<br><br>1. MICHAEL JACKSON <br>2. KANYE WEST<br>3. CLODOVIL <br>4. DR ENÉAS<br>5. BOBBY FISCHER<br>6. GANDHI<br>7. PALESTINE<br>8. GUSTAVO BARROSO (BRAZIL, CEARÁ)<br>9. NIMROD DE ROSÁRIO <br>10. BASHAR AL ASSAD<br>11. JACQUES DE MAHIEU<br>12. MIGUEL SERRANO<br>13. GADAFFI<br>14. SADDAN HUSSEIN<br>15. PABLO ADOLFO SANTA CRUZ DE LA VEGA...",368,44,Positive,0.7125,Positive,1.0
DW,UCYD88JNsHrcJ1o_vuXGtYJg,Erwin taught us how to salute with your heart and that wasn’t it at all.,72,15,Neutral,0.0,Neutral,0.0
DW,UC4fJ1k28SAMHIKZyAHfTg-A,Final face of joker and his team😂,33,7,Positive,0.128,Neutral,0.0
DW,UCyTwuCP4CpRPpiclw9_ntRA,Oh so he supports the afD wow then salutes them Lmmfao smh but they question what he just did! Ohhhh k,102,21,Positive,0.4462,Positive,0.125
DW,UCsWhJnzKd6saoWPSIxLlHow,Guys Google Roman salute.....  They are two different things.  hand over the heart first is a big giveaway....,110,18,Positive,0.4939,Positive,0.08333333333333333
DW,UC1WLYGpEGm94-3Vh-W1xnZA,Screw Youtube censorship. Small letters here. But Elon is a &quot;Small hat Merchant supporter&quot; thats why ADF didnt go after him,133,21,Negative,-0.0516,Negative,-0.25
DW,UC-qM37FX0dqAUy5hwPN8wvA,"An awkward gesture by pasty face ,  you have  duplicity and  division in this moment , elon knows quite well the controversy it would cause , next there will be telecast offering  a duplicit apology including i am so sorry i may have offended however the Germany of aldof&#39;s was a pinnacle of efficiency which is my my forte , the secretary of the  efficiency commission i believe President trump selection of myself as the efficiency Czsar is a wise choice , i have a plan based on an 80 hours work week and reducing wages to manipulate heavy taxes on a higher wages , yes i will recommend this lever to president trump and free company store credits is also on the table for discussion",690,126,Positive,0.9575,Positive,0.007142857142857133
DW,UC64XIg30i3v1d59MM2oVR0g,People are so indoctrinated they are afraid of a hand gesture uahaha i love this,80,15,Positive,0.7603,Negative,-0.04999999999999999
DW,UCP6JX3hiVN4TzZPzO1CIEWQ,"Actually after watching this, it looks like he is just show an autistic gesture of sharing his love for the crowd haha<br>He is sending them his heart",151,28,Positive,0.91,Positive,0.125
DW,UCVi8Z7jnfYleb90uvfHxuIQ,"God you people are insane, it wasn’t meant like that! He’s an awkward guy",73,14,Positive,0.1511,Negative,-0.8
DW,UCk7OyGNztRRCpCv4eDRvisg,why are we debating the semantics of a hand gesture when we should be condemning his open and unmistakable fascist tendencies instead??,135,22,Negative,-0.1926,Neutral,0.0
DW,UC7DTH0iATXagShZ1l8qC_qA,What’s scarier …majority of Americans voted for this.,53,8,Neutral,0.0,Neutral,0.0
DW,UC0q0d2PxoenmH0v7QAOWi1w,Are you Crazy !?<br>He was just excited.,40,7,Neutral,0.0,Negative,-0.1875
DW,UCS5xfb50QmxesqeXxFTYxNQ,"I think the Sieg Heil salute is different it’s a fist on the heart then extended straight forward at a 45 degree angle, palm outstretched and accompanied by a exclamation of “victory” or love for the father(land).",213,37,Positive,0.7269,Positive,0.2333333333333333
DW,UCOo3n83Y33VV1vlmSIXUnZg,I think Mr Musk might need to give some credit to a certain religious group just to be safe ...,95,20,Positive,0.765,Positive,0.2380952380952381
DW,UCgXfCayNHT243llixK8AvfA,I think that is one of those video game dance moves.,52,11,Neutral,0.0,Negative,-0.4
DW,UCgWGu84MqJRR9jWAUbxpD7A,He also openly support the extreme right German party. That&#39;s all you need to know.,87,15,Positive,0.6597,Positive,0.040178571428571425
DW,UCGCWq1bZzgOYMLatJpFVWyg,"The fact that this is the best the left can come up with shows how pathetic they have become. These false narratives that the leftist media fed their sheep four years are tired and dead. Rational people have come to their senses and know that the race narrative that they kept trying to peg on Trump is bogus. This entire claim about Musk here is not news, and it is not worth wasting any energy or time on, yet here we are and those still drinking it down will continue on in their irrationality and delusions.",511,96,Negative,-0.7723,Negative,-0.13555555555555557
DW,UCZaziZtt65hZwpqRzPZXyKg,"If a Liberal did something like this, then the whole media would ignore it and act like it&#39;s nothing",104,19,Positive,0.3612,Positive,0.2
DW,UCHHSayUimVd9MWtA9JODOdg,The deutsch may think “is’t no fair”,36,7,Negative,-0.296,Negative,-0.35
DW,UCNCzfYUFKP5H2-pXzq8tL5w,We’d get a better understanding of the intent if you didn’t mute his words that gave the gesture context.,105,19,Positive,0.4404,Positive,0.5
DW,UCIaoqnmy_F2aWsbPvzrD1yA,Elon Musk is Dr.Strangelove :D,30,5,Positive,0.6166,Positive,1.0
DW,UC1FMLBXyxOdsrqqXFBNjP9Q,Resembled? Lol,14,2,Positive,0.4215,Positive,0.8
DW,UCMR0Ds-Tgj9EB6ni-BQYzlQ,On America TV for all to see. When someone shows who  they are believe him. <br><br>Billionaires have ruined America.,117,19,Negative,-0.4767,Neutral,0.0
DW,UCEEyz3I0GjhRpvVpBNCZvzA,"Why is the media so brainwashed? Can’t you see or hear? He was saying that his heart goes out to all of his supporters. Just grow up, it’s obvious all of you are or were against trump and his ideals, so anyone affiliated with him seems bad to you too.",251,50,Positive,0.1431,Negative,-0.3499999999999999
DW,UCdBjbQiBiQDvTriebeakojw,"You would debate if an elephant is an elephant even if you are walking in the African savanna and you see it approaching you. He is a fascist, extreme right supporter, end of the story.",185,35,Negative,-0.3612,Positive,0.040178571428571425
DW,UCxUCExE4hP2X5kzS0Fb-jtw,"And he said I give my heart to you. I give my heart to you, but you people cut that off.",88,21,Negative,-0.3919,Neutral,0.0
DW,UC2Rh95vJnemScGEd6SgBcag,He had plenty of time to say it wasn&#39;t and that he would be offended to even be compared to those terrible people. Did he do it?,132,27,Negative,-0.6249,Negative,-1.0
DW,UCZqn7fi7g7idf8qLIUxK9ow,DW  are you listening ? This is exactly what Putin was trying to say since 2014 . <br><br><br>THANK YOU MR PUTIN .,114,22,Neutral,0.0,Positive,0.25
DW,UCjhPM-7gUfaB5pqcq4keIlg,Possibly a past life memory being played out here.😉,51,9,Positive,0.34,Negative,-0.25
DW,UCTNPvtdzJir9HzBwIxP2ZKA,That&#39;s the old Roman Military Salute. Look it up.,53,9,Neutral,0.0,Neutral,0.0
DW,UCdmJnZmAlD6zLwGnDKoBXhQ,"Please stop the hypocrisy, all you people offended by a hand gesture probably never shedded a tear for the thousands of Palestinians Civilians murdered in all impunity!",168,27,Negative,-0.5255,Neutral,0.0
DW,UCnqVyLc-tpxu-6VUYwcjzpg,"Has Musk bought out the ADL? Honestly shocking, you cant trust anyone now",73,13,Negative,-0.3404,Negative,-1.0
DW,UCNqoQrbnGrV9euUraNn-C8w,"Glad to see the comments aren&#39;t blind to what&#39;s going, Europe has to pull away from American lunacy before the whole west burns down",140,24,Positive,0.0772,Positive,0.00888888888888889
DW,UCw8sYlBW7tBdOhs_dzSi1rw,What!? 😑,8,2,Neutral,0.0,Neutral,0.0
DW,UCiJhIJvgdWKstVwe0UC1xmw,Sometimes a spade is a spade,28,6,Neutral,0.0,Neutral,0.0
DW,UCPGGwvLfTbv3FLRta8KRAPw,"Whether what his intention in this specific move was, this man is a threat to world peace and democracy, and sadly, he is gaining more and more power as time goes by.",166,32,Neutral,0.0258,Positive,0.125
DW,UC6oOpHCiMRaUUs7nIOAe1iQ,Isnt this Cezar Roman Empire army salute?,41,7,Neutral,0.0,Neutral,0.0
DW,UC-qSI9trYpr9lOYGE_B-wQw,"It looks like a hello waive, nothing more than that",51,10,Positive,0.3612,Positive,0.5
DW,UCDn5Auyq7tyot0TngPtN15A,Does it mean when I raise the hand to signal the bus driver to stop I am in fact doing a salute?,96,22,Positive,0.25,Negative,-0.3125
DW,UCGgZCR1eR32y_YU7S_ZhqoA,Get the eff out of here. These news networks are desperate.,59,11,Negative,-0.3182,Negative,-0.6
DW,UC3MvsPJGx6eZqeRcpJvKLMA,"Whatever it was, it was inappropriate and he should have just apologised.",73,12,Positive,0.1027,Neutral,0.0
DW,UCJxaUz7XkB0ooJKckUMo-Pw,Dw you kont dom,15,4,Neutral,0.0,Neutral,0.0
DW,UCJJFZrHp8chav6sZowjrngQ,Heil Muskler!,13,2,Neutral,0.0,Neutral,0.0
DW,UCK4HorMG4RcjX47TKtGAYgA,It’s not what they’re calling it  the democrats did the same hand gesture with their arms and it was ok so don’t be complaining now.,132,25,Positive,0.5165,Positive,0.25
DW,UCDKqq1NN2cgdMlHFXy925Fg,Depends on who is talking about it. People do lot of things when they are excited and if we are to judge people based on that then people will refrain from doing anything.,171,33,Positive,0.34,Positive,0.375
DW,UCmU5w0AeFfkW1FPrdv7d-ZA,If I was in ADL management I&#39;d act like it wasn&#39;t a salute too if Elon was threatening to sue me for 23 billion dollars as we speak.,140,28,Negative,-0.2263,Neutral,0.0
DW,UC8hpFZ9HKg9W7vupOr7a08Q,We all knew that the new regime going in were fascist and now the world knows it.,81,17,Negative,-0.5574,Positive,0.13636363636363635
DW,UCjqylXui66mG4QxL6bAKxpg,Musk just wanted to escape his kampfort zone,44,8,Positive,0.1779,Neutral,0.0
DW,UCvYIXLux-XrZj4MzbeWZA7A,History repeats every 100 years!! Lets see these grandpa and a teen boy rule US !<br> im afraid duo don’t start WW3 ( nato vs brics ),133,27,Neutral,0.0,Negative,-0.3
DW,UCy2yJBDNQwcbpElw92D8v7w,Elon is such a good troll he has this guy upset about it 😂🤣,59,14,Positive,0.0772,Positive,0.35
DW,UC4Izn6pxO-NjKnSdTt_3PgA,"It was just a Heil Five. To Putin, Trump, Jinping, Milei, Jon Un.",65,13,Neutral,0.0,Neutral,0.0
DW,UC2wTRcy6eS3lpaqmy4f0Udw,But the communist salute is absolutely fine! Double standards,61,9,Positive,0.4463,Positive,0.2604166666666667
DW,UCpRbHCM_LR--SKiodjt7Tmw,Thinking this was fascism is exaclty why the democrats are losing political power. The majority have woken up to your tricks. Racism/fascism is dead.,149,24,Negative,-0.8126,Negative,-0.1
DW,UC9EvrYUZHbXKnm8ok2eJOqw,"An awkward gesture? An awkward gesture???  My grandparents, along with my now 96 year old father and his siblings were sent to German labor camps during WWII. When he saw Elon do this on TV he turned completely pale and couldn&#39;t speak for the first 10 minutes. Need I say more?",281,51,Negative,-0.4871,Negative,-0.07999999999999997
DW,UCB5KMZ1WTCQ0E0KBM2HD2pA,"Why isn&#39;t anyone actually showing the video? I saw it live and it happened, he looked quite fervent and sincere. Why not just show the full video of him doing it?",166,31,Positive,0.6924,Positive,0.24659090909090908
DW,UC_wFHFbEZ4PRC_xFCAGPFJQ,You don&#39;t accidentally thumb your chest and forcefully raise your right hand like that with your hand completely straight and grimacing aggressively. There&#39;s no room for interpretation.,193,27,Positive,0.3673,Positive,0.24285714285714285
DW,UCAgMxxDMykhfw81YRlWfKWQ,Or maybe Bellamy salute ?,25,5,Neutral,0.0,Neutral,0.0
DW,UC4xB7Zf86w-Vnzq8LemQKOw,"Thats the american salute to the flag, the Bellamy salute, he puts the hand to it&#39;s heart and then raises his arm",117,22,Positive,0.4939,Neutral,0.0
DW,UC5wSwBmyubUJK12-xaaVa-g,I have been hearing his latest excuse was it was a Roman Salute. Which although mostly possible but still not established or proven has been mentioned and yes the description is similar the problem is the Na$is took the Roman Salute and made it part of their system since they were huge fans of the Ancient Roman Empire. So still a Na$i Salute. If it walks like a duck and talks like a duck it must be a duck doesn&#39;t get anymore blatant.,441,83,Positive,0.8625,Positive,0.05833333333333333
DW,UCwqGumLcfwt2ZmjWW8hEmxA,I can&#39;t wait for Trump to finally become the Dictator y&#39;all keep claiming him to be 😂😂,94,17,Neutral,0.0,Neutral,0.0
DW,UChSSoZ41Y5IX8ZW25iXj3VA,"Its trolling the news media so they have something to talk about, why else would he do it",89,18,Neutral,0.0,Neutral,0.0
DW,UCpkMZb08m3kLV4x6EXLGQ2g,I didn&#39;t see nothing? Spekulation is allowed he trying the statue of liberty and it turned in charlie Chaplin!!!,116,19,Positive,0.6458,Neutral,0.0
DW,UC6s71uffUB5xgP9fwRnijyQ,And that’s why this story is losing STEAM.,42,8,Negative,-0.3818,Neutral,0.0
DW,UC6s71uffUB5xgP9fwRnijyQ,And this shows how uninformed media people under 50 are.,56,10,Neutral,0.0,Neutral,0.0
DW,UCpZDZFzxUUOWDXbUOT45BGg,In America who achieved America dream are the smartest or luckiest one but it does not mean they are evil,105,20,Negative,-0.3919,Negative,-0.421875
DW,UCAGwFEYk3zOj5JQk9FD-0Yg,i wonder what AfD says about their friend,41,8,Positive,0.4939,Neutral,0.0
DW,UC-r1VEkcFc6hP7PiXM18Ulw,"I found those on the left see only what they want to see and go so far as to edit out what they don&#39;t want others to see. I would like to chalk this up to a matter of immaturity and even a poor education, but I also believe in willful ignorance. Context, and lack there of in a report I watched, as well as the editing out of Elon talking about what is heart felt, was glaringly obvious. So, so many times I&#39;ve seen people kiss their fingertips and throw their hands out there in a gesture of love and I saw the same thing in an excited Elon Musk. I&#39;m more than old enough to remember the excitement of JFK&#39;s speech about America going to the Moon and I remember Sputnik as well. Upon seeing Elon walk up on stage, in obvious excitement, brought to mind, for all who were alive to remember, the excitement felt after JFK&#39;s speech of going to the moon! Elon jumped around, put his hand on his heart and then threw his hand out in an excited and joyful gesture, Elon was throwing his heart out to all the people who had gathered there in the arena, all who share in such goals and possibilities. His excited hand gesture followed by his words  put everything in proper context! One person replying to me on another site stated that Elon did it twice and there was no one standing behind him???? Such a comment suggests a willful ignorance on that person&#39;s part, nevertheless, it&#39;s always good to have dialogue one with another just as Elon, in his own way and manner, was having a dialogue/conversation with the audience in that arena! Elon owes no one an apology and after the Biden Harris administration, America has become all too aware, how leftists conveniently redact content and cut film clips to fit their own agenda. Best regards to all and God bless you Elon, millions and millions share in your excitement of going to Mars and planting Our American flag on that faraway planet. I wish you God speed!!!!!<br><br>Michael <br>Kentucky USA",1972,355,Positive,0.9979,Positive,0.21666666666666665
DW,UCjIs-D-bEQYognVJ0v22RZQ,He said his heart goes out to you... Pretty sure he noticed pretty quick things weren&#39;t expressed the way he thought he was expressing them.,144,25,Positive,0.8271,Positive,0.3333333333333333
DW,UCIQ9Hd-0S5UrrTL93Kko_Pg,Is he getting old?,18,4,Neutral,0.0,Positive,0.1
DW,UCOUiPdL959bVPUoFWMjfRYA,"Far right extremists have &quot;welcomed&quot; the gesture, saying &quot;we&#39;re back&quot;. Nothing more to argue here ADL.",126,16,Positive,0.3054,Positive,0.29523809523809524
DW,UCJGSeP7525GgWvNLgBbTAHA,It is not a question if it was one. To nonetheless answer it: Of course it was!,79,17,Neutral,0.0,Neutral,0.0
